"","x"
"eindruck",0.126938906900278
"fassung",0.126798647996137
"bewegt",0.126150237980272
"haus",0.126078958865053
"still",0.12607206088616
"jungen",0.12585132556161
"riß",0.125678876089306
"mein",0.125632889563358
"deiner",0.125002874157872
"denke",0.124989078200087
"erschüttert",0.124915499758571
"innern",0.124685567128831
"willen",0.124464831804281
"zügen",0.124237198500839
"dünkt",0.124216504564163
"nannte",0.123131222551792
"kleinen",0.122967970384677
"erziehung",0.122696649881585
"auftritt",0.12248051320963
"bat",0.12230346508473
"fremden",0.122213791359132
"schmerzlich",0.122105723023154
"lebe",0.121820606562277
"unsrer",0.121501000206939
"gesundheit",0.120539881814628
"hauses",0.120422616173461
"dich",0.120208778827803
"tante",0.120126003081097
"darf",0.120126003081097
"kindes",0.120004138787335
"kampf",0.120004138787335
"vermochte",0.119684532431997
"selbst",0.11947069508634
"hoffen",0.119390218665931
"häuslichen",0.119199374583247
"gespräch",0.119049918373916
"treuen",0.118698121450415
"kinde",0.118576257156653
"liebte",0.11854406658849
"geschäfte",0.1185348692833
"aussicht",0.11788186061484
"bestimmung",0.117421995355361
"bald",0.117376008829413
"sorgfalt",0.117047205168886
"einsamen",0.11667241498241
"überall",0.115869950104619
"stolz",0.11569290197972
"nie",0.115584833643742
"freundes",0.115127267710561
"ertragen",0.115076682532018
"freuen",0.115016900048286
"fand",0.11459842266216
"sanft",0.114402979926881
"umgebungen",0.113904026120347
"suchte",0.113862638246994
"eitelkeit",0.113846542962912
"führen",0.113798257110667
"bitten",0.112563518888966
"hülfe",0.112377273458877
"schicksal",0.112345082890713
"halb",0.112193327355085
"julchen",0.112172633418408
"suchen",0.112168034765814
"einsamkeit",0.112069163735026
"kräfte",0.111450644961026
"geist",0.111133337931986
"längst",0.111126439953094
"wandte",0.111075854774551
"erhalten",0.110986181048953
"pflichten",0.110733255156239
"jede",0.110636683451749
"anfangs",0.110317077096411
"erinnerung",0.110241199328597
"bitte",0.1100618518774
"lernen",0.109820422616173
"meinigen",0.109654871122761
"dennoch",0.109606585270516
"ankunft",0.10918810788439
"gefühls",0.109169713274011
"schiksal",0.109114529442873
"schien",0.109084638201007
"kennen",0.108840909613483
"teilnahme",0.108748936561587
"leidenschaft",0.108721344646019
"glücks",0.108622473615231
"liebes",0.10852590191074
"geliebt",0.108109723850912
"angst",0.107992458209745
"kindern",0.10771423972776
"lächeln",0.107511899013589
"glük",0.107134809500816
"schön",0.106714032788393
"würdigen",0.10656687590536
"beruhigung",0.106562277252765
"fester",0.106541583316088
"frau",0.106320847991538
"vernunft",0.106235772918535
"zurük",0.106208181002966
"frauenzimmer",0.106049527488446
"entfernung",0.10585178542687
"lezten",0.105833390816491
"blicke",0.105713825849026
"schönen",0.105435607367041
"trennung",0.105316042399577
"gatten",0.105143592927272
"kalt",0.105051619875376
"vorsicht",0.104869973097882
"kummers",0.104830884550827
"heftigkeit",0.104288243544641
"umher",0.103957140557817
"ihrem",0.103269641994895
"ueberlegung",0.103200662205974
"vertrauen",0.103101791175186
"nahen",0.103037410038859
"agathokles",0.102973028902532
"ahnung",0.102906348439907
"hände",0.102738497620197
"entschluß",0.102676415810168
"gram",0.102658021199788
"kreis",0.102607436021246
"genuß",0.102570646800487
"ihrigen",0.10240969395967
"trüben",0.10230392494999
"wehmütig",0.101975121289462
"pflege",0.101701501460072
"schwermut",0.101625623692258
"erlaubniß",0.101301418684325
"anstalten",0.101128969212021
"zufriedenheit",0.101078384033478
"menschheit",0.100586328205836
"leichtsinn",0.100395484123152
"ziemlich",0.100082775746706
"freundlichen",0.100075877767814
"gewalt",0.100071279115219
"gewaltsam",0.100071279115219
"zufall",0.100013795957784
