"","x"
"erinnerungen",0.175821492305009
"jedem",0.17568463282749
"oft",0.173129922580472
"zimmer",0.172826684914597
"fest",0.172676407841243
"einander",0.171731809094446
"seit",0.170975056689342
"vermag",0.17076037515598
"ruhiger",0.169976787559205
"ruhig",0.169834561043352
"kummer",0.169225402192435
"tod",0.168940949160729
"unsers",0.168224449543131
"vergangenheit",0.167542835674704
"entschluß",0.1670302835138
"kraft",0.166702894175422
"arme",0.166697527137087
"hoffnungen",0.166541883025399
"suchte",0.16637818835621
"liebte",0.166115203477841
"verstand",0.165860269156973
"entfernt",0.165430906090247
"einsamen",0.165369185149405
"mutter",0.16523769271022
"genuß",0.164792228528492
"glaubte",0.164727824068483
"dünkte",0.164448738075112
"nachricht",0.164220638945914
"unaussprechlich",0.164217955426747
"vaters",0.164032792604221
"tage",0.163147231279099
"vergessen",0.162476351487341
"mut",0.16244951629567
"erhielt",0.16235022608649
"unruhe",0.161891344308927
"aufenthalt",0.16186987615559
"liebe",0.161660561660562
"züge",0.161639093507225
"geheimniß",0.161360007513854
"wünschte",0.160686444202928
"mußte",0.160605938627917
"zustand",0.160565685840411
"retten",0.160235612982866
"wesens",0.159884071971984
"neben",0.159553999114439
"jede",0.159178306431054
"zügen",0.158660387231816
"wußte",0.158499376081794
"lag",0.15811294932174
"schwieg",0.158053911900066
"sanfte",0.157774825906694
"fern",0.15701807350159
"vergebens",0.156714835835715
"faßte",0.156497470783185
"erschien",0.156274738692321
"geist",0.155960766949778
"abreise",0.155276469562184
"ueberzeugung",0.155241583813012
"hörte",0.154865891129627
"unschuld",0.154109138724523
"empfindung",0.153929342940332
"neigung",0.153518764507775
"zurück",0.153041098096043
"fester",0.15301694642354
"tausend",0.152982060674368
"ankunft",0.1527271263535
"andre",0.152686873565995
"bemerkte",0.151465872344993
"trost",0.151135799487448
"kräfte",0.150314642622335
"teil",0.150279756873164
"schweigen",0.150185833702317
"angst",0.149587408928068
"entfernen",0.149453232969716
"teure",0.147963879832012
"bat",0.14785653906533
"freundin",0.147233962618578
"sorgen",0.14664358840183
"ida",0.146431590387634
"welchen",0.146270579237612
"weinte",0.146249111084276
"nein",0.146112251606757
"unserm",0.145763394115042
"bleiben",0.145744609480873
"mannes",0.14564800279086
"zitterte",0.145350132163319
"fremd",0.144939553730763
"blicken",0.144808061291578
"fremden",0.144770492023239
"treuen",0.144537025855707
"verhältnissen",0.144357230071516
"ernst",0.144330394879845
"kindes",0.144126447423151
"schicksals",0.143629996377249
"bestimmt",0.143627312858082
"ganzes",0.143337492788042
"opfer",0.143117444216345
"gefühlen",0.142363375330408
"kannte",0.142266768640395
"gemahl",0.142017201357861
"entfernte",0.142017201357861
"mehrere",0.14186424076534
"drang",0.141692495538649
"lebhaft",0.141209462088583
"entfernung",0.140986729997719
"sicher",0.140984046478552
"marie",0.14089549034604
"kampf",0.140836452924365
"überall",0.140739846234352
"leidenschaft",0.140718378081015
"moment",0.140643239544338
"zärtlichkeit",0.14053321525849
"vermochte",0.140447342645145
"familie",0.140401722819305
"sah",0.139972359752579
"leise",0.139811348602557
"bitte",0.139585932992526
"gestalt",0.139577882435025
"dünkt",0.138949938949939
"hülfe",0.138925787277436
"glück",0.138544727555717
"julie",0.138383716405694
"gedanke",0.137787975150613
"vorüber",0.137624280481423
"liebt",0.137487421003905
"umgang",0.137474003408069
"freundschaft",0.137449851735566
"geräusch",0.137417649505562
"erschüttert",0.13660454319795
"meinem",0.136022219538703
"längst",0.135751184102832
"heitern",0.135064203196071
"vieles",0.13498369762106
"wehmut",0.134675092916851
"lebte",0.134608004937675
"emilie",0.134122287968442
"agathokles",0.134122287968442
"loos",0.134071301104268
"spät",0.134039098874264
"führte",0.133639254518375
"folgte",0.133556065424197
"verzeihen",0.132737592078251
"beschäftigt",0.132665137060741
"jugend",0.132654402984073
"vertrauen",0.1318788659448
"rettung",0.131457553435575
"unglücklichen",0.131138214654698
"schöne",0.130368044653759
"gott",0.130099692737055
"sorgfalt",0.129917213433697
"kennen",0.129673013189497
"edlen",0.129584457056985
"band",0.129383193119457
"hofnung",0.129198030296931
"sorge",0.129187296220263
"bald",0.128951146533564
"dann",0.128908210226892
"willen",0.12880086946021
"kindheit",0.128368822874317
"vater",0.127990446671765
"stiller",0.127987763152598
"bilder",0.127295415207503
"traurigen",0.127281997611668
"wandte",0.127099518308309
"aussicht",0.127051214963303
"erhalten",0.126238108655691
"einmahl",0.125706771860618
"schonung",0.125497457365589
"inniger",0.125137865797206
"wehmütig",0.124432100256276
"edle",0.12429255725959
"meiner",0.124085926283728
"welchem",0.123860510673697
"trat",0.123790739175355
"heftigkeit",0.123790739175355
"fürchtete",0.123739752311181
"klagen",0.123739752311181
"voll",0.123337224436126
"träne",0.122905177850233
"denken",0.122902494331066
"schleier",0.122516067571013
"spuren",0.122459713668505
"leb",0.122395309208496
"seite",0.122384575131828
"wagte",0.122285284922648
"freundinn",0.121992781333441
"bestimmung",0.121796884434247
"trüben",0.121732479974238
"begebenheiten",0.121313850984181
"heilig",0.120774463631606
"erkannte",0.120693958056595
"nikomedien",0.120473909484899
"holde",0.120350467603215
"meinen",0.120278012585705
"einfachen",0.120076748648177
"ergebung",0.119883535268151
"einfluß",0.119794979135638
"unserer",0.119741308752298
"wirken",0.119687638368957
"fliehen",0.119234123629728
"gesicht",0.118310993036268
"ahndung",0.118292208402099
"sanften",0.118211702827087
"laut",0.118192918192918
"stand",0.118048008157898
"blieb",0.117814541990366
"wiederholte",0.117591809899502
"umfaßte",0.117500570247823
"weib",0.117272471118625
"tugend",0.117106092930269
"verlassen",0.117030954393592
"gewaltsam",0.116837741013565
"erscheinen",0.116309087737659
"arm",0.116105140280964
"nähe",0.115834104845094
"unglückliche",0.115619423311731
"rein",0.115157858015001
"dein",0.114986112788311
"tür",0.114919024809135
"hielt",0.114658723449932
"höchst",0.114336701149888
"weinend",0.114159588884864
"bande",0.11410860202069
"schwäche",0.114087133867354
"traurige",0.113633619128125
"umarmte",0.113432355190597
"heiterkeit",0.113389418883924
"begleiten",0.112581679614647
"trennen",0.112452870694629
"küßte",0.112286492506273
"täuschung",0.112230138603765
"geistes",0.11217110118209
"handeln",0.111969837244563
"marien",0.111878597592883
"getrennt",0.111870547035382
"eduard",0.111835661286211
"zerstört",0.111763206268701
"empfing",0.111653181982852
"deiner",0.111561942331173
"tiefe",0.111457285083659
"erscheint",0.11136604543198
"umher",0.111046706651102
"zauber",0.110459015953521
"geliebt",0.110147727730145
"pflichten",0.110005501214292
"armen",0.109938413235117
"hand",0.109882059332609
"anstalten",0.109825705430101
"blickte",0.109557353513397
"julien",0.109546619436729
"stets",0.109364140133371
"gespräch",0.109361456614204
"kindern",0.109270216962525
"beruhigung",0.10902064967999
"hoffen",0.108830119819131
"künftigen",0.108636906439104
"mariens",0.108545666787425
"gedanken",0.108540299749091
"deines",0.108491996404084
"gestalten",0.108384655637403
"spur",0.108349769888231
"verließ",0.108210226891546
"plane",0.107745978075648
"wählen",0.107737927518147
"einfache",0.10768157361564
"menschheit",0.107032161977217
"ungewißheit",0.106975808074709
"manches",0.106887251942197
"dich",0.106825531001355
"dunkel",0.106707456158006
"kleinen",0.106546445007983
"calpurnia",0.106508875739645
"blumen",0.106130499537093
"bitten",0.105819211313717
"ihrem",0.105800426679548
"lächeln",0.105762857411209
"gern",0.105749439815374
"empfand",0.10567161775953
"mußten",0.105561593473681
"trübe",0.105435468072831
"schritte",0.10538179768949
"haß",0.105218103020301
"erst",0.104912181835259
"neuem",0.10489339720109
"zweifel",0.104869245528586
"gräfinn",0.104694816782729
"hin",0.104329858176012
"entzücken",0.104217150370997
"schmerzlich",0.104182264621825
"las",0.10397831716513
"unmöglich",0.103766319150935
"eilen",0.10370728172926
"einsam",0.103519435387567
"mitleid",0.103476499080895
"abend",0.103374525352547
"unser",0.10334500664171
"geschäfte",0.103280602181701
"emilien",0.103175944934187
"erfüllte",0.102641924619947
"kummers",0.102470179393256
"dankbarkeit",0.10240309141408
"gegenstände",0.102360155107408
"verschlossen",0.101936159079016
"schönen",0.101753679775658
"rief",0.101528264165627
"gang",0.101329683747266
"redlichen",0.101289430959761
"unsrer",0.101284063921427
"ursach",0.101174039635578
"sahe",0.100913738276376
"ehrfurcht",0.100892270123039
"heiter",0.100841283258866
"beruhigen",0.100691006185512
"idas",0.100591715976331
"reinen",0.100589032457164
"tätigkeit",0.100554146707993
"finden",0.100210656254612
"händen",0.100202605697111
"augenblicke",0.100030860470421
"schreiben",0.100017442874586
